sale_counter,property_id,contract_date,settlement_date,purchase_price,component_code,sale_code,interest_percent,dealing_number
46,3499494,2022-01-27,2022-03-10,685000,,,0,AR949340
47,3639514,2022-02-07,2022-03-10,515000,,,0,AR949376
50,838677,2022-01-12,2022-02-09,342045,,,0,AR875930
52,810258,2022-01-25,2022-03-08,1050000,,,0,AR942856
53,4407175,2018-05-05,2022-03-08,605000,,,0,AR942890
54,4407175,2021-11-09,2022-03-08,579000,,,0,AR942932
55,4407175,2021-07-28,2022-03-08,581000,,,0,AR942997
56,4407175,2018-05-05,2022-03-08,710000,,,0,AR943264
57,4407175,2020-10-15,2022-03-08,790000,,,0,AR943989
58,4407175,2018-05-05,2022-03-08,622000,,,0,AR944287
59,626534,2022-02-03,2022-03-07,613500,,,0,AR938779
60,3544961,2022-01-22,2022-03-07,475000,,,0,AR938810
61,4407175,2020-02-21,2022-03-03,780000,,,0,AR932423
62,4407175,2020-10-22,2022-03-03,820000,,,0,AR932428
63,4407175,2018-05-05,2022-03-03,598000,,,0,AR932433
64,4407175,2020-12-18,2022-03-03,910000,,,0,AR932436
65,4407175,2020-09-08,2022-03-03,785000,,,0,AR932449
66,4407175,2018-05-11,2022-03-03,810000,,,0,AR932514
67,4407175,2018-10-04,2022-03-03,599000,,,0,AR932603
68,4407175,2018-10-25,2022-03-03,740000,,,0,AR932765
69,4407175,2019-08-22,2022-03-03,830000,,,0,AR932771
70,4407175,2021-02-19,2022-03-03,760000,,,0,AR932777
71,4407175,2021-06-04,2022-03-03,870000,,,0,AR932784
72,4407175,2021-05-28,2022-03-03,780000,,,0,AR932953
76,3346099,2022-01-21,2022-03-04,850000,,,0,AR933671
77,3885247,2022-01-21,2022-03-04,743000,,,0,AR933790
78,4036133,2022-02-10,2022-03-04,1140000,,,0,AR933806
79,3649659,2022-02-09,2022-03-09,795000,,,0,AR945361
80,4128861,2022-01-19,2022-03-09,650000,,,0,AR945579
82,4407175,2020-01-28,2022-03-04,795000,,,0,AR933828
83,4407175,2019-06-27,2022-03-04,591000,,,0,AR933834
84,4407175,2018-05-05,2022-03-04,607000,,,0,AR933931
85,4407175,2018-05-05,2022-03-07,610000,,,0,AR939094
86,4407175,2021-06-24,2022-03-07,835000,,,0,AR939115
87,4407175,2018-05-05,2022-03-07,825000,,,0,AR939160
88,4407175,2018-11-07,2022-03-07,725000,,,0,AR939659
89,4100819,2022-01-14,2022-03-09,1038000,,,0,AR945836
91,3620172,2022-01-24,2022-03-07,1000000,,,0,AR939536
93,4407175,2018-08-09,2022-03-04,825000,,,0,AR934097
94,4407175,2018-05-23,2022-03-04,820000,,,0,AR934112
95,4407175,2018-05-05,2022-03-07,595000,,,0,AR940082
96,4407175,2018-05-05,2022-03-07,880000,,,0,AR940107
97,4407175,2018-05-18,2022-03-07,576000,,,0,AR940161
98,3457796,2022-01-24,2022-03-07,415000,,,0,AR940340
99,4407175,2018-05-05,2022-03-07,860000,,,0,AR940505
100,4407175,2018-05-05,2022-03-07,599000,,,0,AR941158
102,3387802,2022-01-14,2022-03-04,885000,,,0,AR934201
103,4407175,2019-06-18,2022-03-04,596000,,,0,AR934381
104,4407175,2018-05-05,2022-03-04,1100000,,,0,AR934404
105,3226865,2022-02-07,2022-03-09,825000,,,0,AR946368
107,4407175,2021-11-29,2022-03-04,750000,,,0,AR934416
108,811475,2022-01-23,2022-03-04,830000,,,0,AR934498
110,3016107,2022-02-08,2022-03-08,602000,,,0,AR941995
111,4326264,2021-12-13,2022-03-08,831250,,,0,AR942005
112,4106658,2022-01-18,2022-03-09,1015000,,,0,AR946781
114,4384659,2022-01-28,2022-03-04,761805,,,0,AR934847
115,4244793,2022-01-25,2022-03-08,590000,,,0,AR942444
116,815726,2021-12-09,2022-03-09,770000,,,0,AR947561
117,3720923,2022-01-29,2022-03-09,701000,,,0,AR947565
118,3972994,2022-01-24,2022-03-07,1410000,,,0,AR940862
119,4027428,2022-01-21,2022-03-04,501000,,,0,AR934968
120,4384659,2022-01-27,2022-03-04,1040000,,,0,AR934997
121,3615991,2022-01-14,2022-03-04,715000,,,0,AR935134
123,4303980,2021-11-11,2022-03-07,1175000,,,0,AR941104
1,882777,2022-02-11,2022-03-11,785000,,,0,AR956004
2,4413027,2018-03-16,2022-03-14,1283000,,,0,AR959156
3,4413027,2017-06-19,2022-03-14,1243000,,,0,AR959191
4,4413027,2021-11-02,2022-03-14,1317000,,,0,AR959217
5,4413027,2018-04-23,2022-03-14,1108000,,,0,AR959367
7,4413027,2017-06-19,2022-03-14,729000,,,0,AR959452
8,4413027,2017-08-18,2022-03-14,1223000,,,0,AR959500
9,4413027,2018-04-03,2022-03-14,1158000,,,0,AR959529
10,4413027,2017-11-24,2022-03-14,758000,,,0,AR959580
11,4413027,2017-06-22,2022-03-14,1180000,,,0,AR959583
12,4413027,2017-06-30,2022-03-14,1161000,,,0,AR959589
13,4413027,2017-07-25,2022-03-14,646000,,,0,AR959660
14,4413027,2017-12-01,2022-03-14,1287000,,,0,AR959674
15,4413027,2018-01-12,2022-03-14,921000,,,0,AR959682
16,4002398,2022-01-24,2022-03-14,753000,,,0,AR959692
17,4413027,2018-05-09,2022-03-15,1338000,,,0,AR963983
18,4413027,2018-10-10,2022-03-15,1285000,,,0,AR964019
19,4413027,2017-07-03,2022-03-14,660000,,,0,AR959812
20,4413027,2017-06-24,2022-03-14,1379000,,,0,AR959828
21,4413027,2018-06-12,2022-03-14,1277000,,,0,AR959840
22,4413027,2017-06-22,2022-03-14,1193000,,,0,AR959853
23,4413027,2017-07-20,2022-03-14,1172000,,,0,AR959909
24,4413027,2017-12-07,2022-03-14,1266000,,,0,AR959914
25,4413027,2017-11-27,2022-03-14,1200000,,,0,AR959939
26,4413027,2017-12-01,2022-03-14,1256000,,,0,AR959944
27,4413027,2017-06-22,2022-03-14,1091000,,,0,AR959967
28,4413027,2017-07-04,2022-03-14,694000,,,0,AR959970
29,4413027,2017-06-29,2022-03-14,1301000,,,0,AR960029
30,4413027,2017-11-23,2022-03-14,934000,,,0,AR960056
31,4413027,2017-07-12,2022-03-14,744000,,,0,AR960072
32,4413027,2017-11-24,2022-03-14,1190000,,,0,AR960116
33,872448,2022-01-29,2022-03-14,1310000,,,0,AR960157
34,4413027,2017-06-19,2022-03-14,1519000,,,0,AR960192
35,4413027,2018-04-19,2022-03-14,1222000,,,0,AR960198
36,4413027,2017-06-24,2022-03-14,1399000,,,0,AR960231
37,4413027,2017-06-24,2022-03-14,1110000,,,0,AR960283
38,4413027,2017-06-23,2022-03-14,1269000,,,0,AR960286
39,4413027,2017-06-20,2022-03-11,1499000,,,0,AR952960
40,885925,2022-01-27,2022-03-11,695000,,,0,AR953077
41,4413027,2019-02-13,2022-03-14,1328000,,,0,AR960346
42,4413027,2019-02-13,2022-03-14,805000,,,0,AR960349
43,2986225,2022-01-27,2022-03-16,630000,,,0,AR964357
44,872738,2021-12-11,2022-03-11,878000,,,0,AR953246
47,891075,2022-02-02,2022-03-16,943000,,,0,AR964789
48,4337753,2022-02-03,2022-03-17,1365000,,,0,AR968312
49,3924260,2022-02-03,2022-03-17,1515000,,,0,AR968401
50,4413027,2017-06-19,2022-03-11,734000,,,0,AR953362
52,4367031,2022-02-24,2022-03-17,995000,,,0,AR968499
53,4367031,2022-02-24,2022-03-17,1020000,,,0,AR968500
55,4413027,2018-03-14,2022-03-16,1067000,,,0,AR965140
56,4413027,2017-08-04,2022-03-16,1171000,,,0,AR965305
59,864435,2022-02-02,2022-03-16,837500,,,0,AR965329
60,4383249,2022-02-02,2022-03-16,800000,,,0,AR965367
61,4413027,2017-12-18,2022-03-11,1313988,,,0,AR953894
62,4413027,2017-11-22,2022-03-11,1221000,,,0,AR953947
63,4413027,2017-07-12,2022-03-14,1163000,,,0,AR957337
64,4413027,2017-07-03,2022-03-14,616000,,,0,AR957440
65,4413027,2017-06-21,2022-03-14,759000,,,0,AR957453
66,4165471,2022-02-03,2022-03-17,1325000,,,0,AR969091
67,4170021,2022-01-28,2022-03-11,655000,,,0,AR954230
68,4413027,2017-06-22,2022-03-14,770000,,,0,AR957455
69,4413027,2017-06-20,2022-03-14,765000,,,0,AR957457
70,4413027,2017-06-20,2022-03-14,775000,,,0,AR957579
71,4413027,2017-06-21,2022-03-14,1369000,,,0,AR957586
72,4413027,2017-07-10,2022-03-14,674000,,,0,AR957590
73,4413027,2017-06-19,2022-03-14,684000,,,0,AR957638
74,4413027,2017-03-20,2022-03-14,1359000,,,0,AR957695
75,4413027,2017-06-23,2022-03-15,1486000,,,0,AR961608
76,3863145,2022-02-01,2022-03-15,730000,,,0,AR961626
77,866276,2022-02-01,2022-03-15,645000,,,0,AR961742
78,4413027,2017-06-30,2022-03-17,825500,,,0,AR969442
79,881399,2022-01-28,2022-03-11,625000,,,0,AR954411
80,4165471,2022-01-28,2022-03-11,1295000,,,0,AR954562
81,4413027,2017-06-29,2022-03-14,688000,,,0,AR957764
82,4413027,2017-06-23,2022-03-14,1338000,,,0,AR957767
83,4413027,2017-11-29,2022-03-14,1210000,,,0,AR957863
84,4413027,2017-07-20,2022-03-14,787000,,,0,AR957873
85,3863019,2022-01-29,2022-03-14,520000,,,0,AR957907
87,4413027,2017-06-19,2022-03-14,1125000,,,0,AR957949
88,4413027,2018-03-29,2022-03-14,1277000,,,0,AR957954
89,3195666,2022-02-16,2022-03-16,740000,,,0,AR965920
90,3863019,2022-01-11,2022-03-16,560000,,,0,AR966018
91,4413027,2017-06-24,2022-03-15,721000,,,0,AR962093
92,881250,2022-02-02,2022-03-16,665000,,,0,AR966180
93,866915,2022-02-03,2022-03-17,790000,,,0,AR969789
94,2904271,2022-01-22,2022-03-17,951000,,,0,AR969871
95,3936063,2022-02-03,2022-03-17,980000,,,0,AR969947
96,893933,2022-01-29,2022-03-14,525000,,,0,AR958072
97,4205673,2022-01-28,2022-03-11,1200000,,,0,AR954789
98,4413027,2019-11-28,2022-03-11,2487000,,,0,AR955036
99,4413027,2017-11-27,2022-03-14,1297000,,,0,AR958247
100,4413027,2017-06-20,2022-03-14,1189000,,,0,AR958258
101,4413027,2017-11-22,2022-03-14,1242000,,,0,AR958260
103,4413027,2017-12-21,2022-03-15,800000,,,0,AR962249
104,4413027,2017-10-03,2022-03-16,1072000,,,0,AR966434
105,4277335,2021-12-17,2022-03-16,693000,,,0,AR966804
106,3086662,2022-01-28,2022-03-11,980000,,,0,AR955316
107,4413027,2017-11-29,2022-03-14,1307000,,,0,AR958482
108,4413027,2017-12-04,2022-03-14,1262000,,,0,AR958510
109,4413027,2017-12-12,2022-03-14,1325000,,,0,AR958581
111,4335692,2022-01-14,2022-03-15,1420000,,,0,AR962591
112,4097929,2022-02-08,2022-03-17,610000,,,0,AR970449
113,4413027,2018-05-01,2022-03-17,1356000,,,0,AR970462
114,4413027,2018-03-21,2022-03-17,916000,,,0,AR970628
115,4002398,2022-01-28,2022-03-11,778000,,,0,AR955547
116,4413027,2018-02-26,2022-03-14,1205000,,,0,AR958622
117,4413027,2017-11-23,2022-03-14,1277000,,,0,AR958665
118,4413027,2018-06-08,2022-03-14,670000,,,0,AR958702
119,4173612,2022-01-28,2022-03-11,810000,,,0,AR955189
121,4413027,2017-06-23,2022-03-15,1039000,,,0,AR962697
122,4413027,2017-12-04,2022-03-16,1287000,,,0,AR967232
123,4205673,2022-01-21,2022-03-11,600000,,,0,AR955809
124,4413027,2018-02-13,2022-03-14,1338000,,,0,AR958948
127,4413027,2019-02-13,2022-03-14,684000,,,0,AR959057
128,4413027,2017-11-29,2022-03-14,1106000,,,0,AR959060
129,4080877,2022-02-02,2022-03-16,655000,,,0,AR967427
1,3890011,2021-10-18,2022-03-14,1120000,,,0,AR959130
2,3124271,2022-01-24,2022-03-14,1550000,,,0,AR959561
3,2843647,2022-02-18,2022-03-15,965000,,,0,AR964112
6,4052898,2022-02-03,2022-03-11,767000,,,0,AR953327
7,3629258,2022-01-28,2022-03-11,826000,,,0,AR953385
8,1901548,2022-01-13,2022-03-11,905000,,,0,AR953417
10,1903157,2021-12-04,2022-03-15,5250000,,,0,AR960782
11,1906146,2022-02-17,2022-03-16,955000,,,0,AR965519
12,3721837,2022-02-03,2022-03-17,1220000,,,0,AR969127
13,2981120,2022-02-02,2022-03-16,1480000,,,0,AR966098
14,1905163,2022-02-21,2022-03-11,845000,,,0,AR955066
15,3261056,2021-12-24,2022-03-11,1650000,,,0,AR955645
17,3721837,2022-02-02,2022-03-16,1190000,,,0,AR967314
1,4407175,2018-05-05,2022-03-11,780000,,,0,AR952020
2,4407175,2018-05-05,2022-03-11,613000,,,0,AR952026
3,4407175,2019-07-09,2022-03-11,980000,,,0,AR952060
6,822711,2021-12-11,2022-03-11,722500,,,0,AR956094
8,638378,2022-01-22,2022-03-14,670000,,,0,AR959398
9,4244793,2022-02-01,2022-03-15,769000,,,0,AR963688
10,3964341,2022-01-31,2022-03-15,700000,,,0,AR963706
11,3958270,2022-01-28,2022-03-11,572000,,,0,AR952216
12,855721,2021-12-31,2022-03-11,455000,,,0,AR952290
15,4407175,2019-09-09,2022-03-11,1120000,,,0,AR952178
16,4407175,2018-05-05,2022-03-11,785000,,,0,AR952229
17,4407175,2018-05-05,2022-03-11,835000,,,0,AR952257
18,4407175,2018-05-05,2022-03-11,760000,,,0,AR952259
19,4407175,2018-05-05,2022-03-11,589000,,,0,AR952266
20,4407175,2018-05-05,2022-03-11,775000,,,0,AR952323
21,4407175,2018-05-05,2022-03-11,596000,,,0,AR952326
22,4407175,2018-05-05,2022-03-11,590000,,,0,AR952334
23,4407175,2018-05-05,2022-03-11,790000,,,0,AR952337
24,4407175,2020-11-25,2022-03-11,740000,,,0,AR952340
25,4407175,2018-05-05,2022-03-11,870000,,,0,AR952346
26,4407175,2018-05-05,2022-03-11,805000,,,0,AR952362
27,3982906,2022-01-19,2022-03-14,640000,,,0,AR959477
28,4162278,2022-02-01,2022-03-15,599000,,,0,AR964016
29,4407175,2020-06-25,2022-03-11,970000,,,0,AR952366
30,4407175,2018-10-12,2022-03-11,735000,,,50,AR952378
31,4407175,2018-05-05,2022-03-11,616000,,,0,AR952384
32,4407175,2019-08-09,2022-03-11,750000,,,0,AR952390
33,4407175,2020-12-22,2022-03-11,795000,,,0,AR952393
34,4407175,2018-05-05,2022-03-11,579000,,,0,AR952396
35,4407175,2021-02-11,2022-03-11,775000,,,0,AR952402
36,4407175,2018-08-05,2022-03-11,616000,,,0,AR952405
37,4407175,2018-05-05,2022-03-11,765000,,,0,AR952409
38,4407175,2018-05-05,2022-03-11,740000,,,0,AR952412
39,4407175,2018-11-09,2022-03-11,720000,,,0,AR952416
40,4407175,2020-02-24,2022-03-11,820000,,,0,AR952419
41,4407175,2020-01-09,2022-03-11,586000,,,0,AR952424
42,4407175,2021-08-19,2022-03-11,1300000,,,0,AR952447
43,4407175,2020-09-03,2022-03-11,820000,,,0,AR952703
44,4407175,2021-10-07,2022-03-11,930000,,,0,AR952705
45,4407175,2018-05-05,2022-03-11,595000,,,0,AR952711
46,4407175,2020-05-06,2022-03-11,755000,,,0,AR952719
47,4407175,2020-02-28,2022-03-11,790000,,,0,AR952741
48,2842977,2022-01-31,2022-03-11,320000,,,0,AR952751
49,4407175,2021-06-11,2022-03-11,799000,,,0,AR952753
50,4407175,2020-02-28,2022-03-11,399000,,,0,AR952825
51,4407175,2019-07-05,2022-03-11,594000,,,0,AR952989
52,4407175,2019-06-28,2022-03-11,1140000,,,0,AR952996
53,4407175,2018-05-05,2022-03-11,815000,,,0,AR953025
54,4407175,2018-05-05,2022-03-11,593000,,,0,AR953041
55,4407175,2020-02-26,2022-03-11,599000,,,0,AR953068
56,4407175,2018-05-05,2022-03-11,800000,,,0,AR953159
57,4407175,2018-05-21,2022-03-11,602000,,,0,AR953183
58,4407175,2018-05-05,2022-03-11,610000,,,0,AR953188
59,4407175,2018-05-05,2022-03-11,395000,,,0,AR953217
60,4407175,2021-09-02,2022-03-11,614000,,,0,AR953408
61,3622703,2022-01-30,2022-03-14,728000,,,0,AR959719
62,824786,2022-01-31,2022-03-14,550000,,,0,AR959765
63,3164616,2022-01-29,2022-03-14,600000,,,0,AR959803
65,4407175,2021-03-24,2022-03-15,388000,,,0,AR963474
66,3649659,2022-02-08,2022-03-11,772000,,,0,AR952692
67,4407175,2018-08-09,2022-03-11,600000,,,0,AR953426
68,4407175,2018-05-05,2022-03-11,815000,,,0,AR953497
69,4407175,2021-10-20,2022-03-11,830000,,,0,AR953600
70,4382040,2022-02-25,2022-03-11,693500,,,0,AR953701
71,4407175,2019-08-08,2022-03-11,920000,,,0,AR953871
72,4407175,2018-05-05,2022-03-11,820000,,,0,AR953874
73,4407175,2020-06-12,2022-03-11,1100000,,,0,AR953880
74,4407175,2020-09-11,2022-03-11,850000,,,0,AR953882
75,4407175,2018-10-26,2022-03-11,735000,,,0,AR953903
76,4407175,2020-11-02,2022-03-11,765000,,,0,AR953920
77,4407175,2019-07-04,2022-03-11,600000,,,0,AR953923
78,4407175,2020-12-22,2022-03-11,785000,,,0,AR953928
79,4407175,2018-09-20,2022-03-11,795000,,,0,AR953931
80,4407175,2018-05-05,2022-03-11,404000,,,0,AR953934
81,4407175,2018-07-05,2022-03-11,800000,,,0,AR953937
82,4407175,2018-05-05,2022-03-11,830000,,,0,AR953940
83,4407175,2018-11-13,2022-03-11,599000,,,0,AR953950
84,4407175,2019-04-15,2022-03-11,1150000,,,0,AR953953
85,4407175,2018-09-22,2022-03-11,587000,,,0,AR953960
86,4407175,2021-01-22,2022-03-11,960000,,,0,AR953967
87,4407175,2021-07-21,2022-03-11,950000,,,0,AR953980
88,4407175,2020-02-26,2022-03-11,586000,,,0,AR953984
89,4407175,2019-03-29,2022-03-11,592000,,,0,AR953987
90,4407175,2018-09-10,2022-03-11,775000,,,0,AR953992
91,4407175,2018-05-07,2022-03-11,870000,,,0,AR953995
92,4407175,2018-05-05,2022-03-11,610000,,,0,AR954006
93,4407175,2018-05-05,2022-03-11,735000,,,0,AR954009
94,4407175,2020-10-07,2022-03-11,930000,,,0,AR954012
95,4407175,2019-03-22,2022-03-11,585000,,,0,AR954015
96,4407175,2018-06-07,2022-03-11,855000,,,0,AR954026
97,4407175,2020-02-19,2022-03-11,775000,,,0,AR954043
98,4407175,2019-11-18,2022-03-11,594000,,,0,AR954048
99,4407175,2020-01-21,2022-03-11,590000,,,0,AR954059
100,4407175,2018-08-16,2022-03-11,805000,,,0,AR954062
101,4407175,2019-05-06,2022-03-11,598000,,,0,AR954065
102,4407175,2018-05-05,2022-03-11,825000,,,0,AR954068
103,4407175,2018-05-11,2022-03-11,619000,,,0,AR954071
104,4382040,2022-01-25,2022-03-11,560000,,,0,AR954139
105,4407175,2018-05-05,2022-03-11,604000,,,0,AR954144
106,4407175,2019-06-26,2022-03-11,620000,,,0,AR954450
107,4407175,2018-05-05,2022-03-11,815000,,,0,AR954467
108,4407175,2021-05-10,2022-03-11,870000,,,0,AR954489
109,4407175,2021-08-25,2022-03-11,770000,,,0,AR954498
110,4407175,2021-02-10,2022-03-11,1100000,,,0,AR954501
111,4407175,2018-05-05,2022-03-15,622000,,,0,AR961864
112,4407175,2019-05-21,2022-03-15,596000,,,0,AR962575
113,4407175,2018-05-05,2022-03-15,573000,,,0,AR963147
114,4407175,2018-05-05,2022-03-16,790000,,,0,AR965278
115,4407175,2022-03-11,2022-03-16,835000,,,0,AR965471
118,3631589,2022-01-28,2022-03-11,415000,,,0,AR952946
119,4407175,2018-05-05,2022-03-11,830000,,,0,AR954510
120,4407175,2018-05-05,2022-03-11,610000,,,0,AR954514
121,4407175,2018-05-05,2022-03-11,785000,,,0,AR954524
122,4407175,2019-03-22,2022-03-11,590000,,,0,AR954534
123,4407175,2019-04-29,2022-03-11,598000,,,0,AR954543
124,4407175,2020-11-29,2022-03-11,745000,,,0,AR954555
125,4407175,2018-05-05,2022-03-11,860000,,,0,AR954567
126,4407175,2021-02-03,2022-03-11,815000,,,0,AR954577
127,4407175,2020-02-11,2022-03-11,825000,,,0,AR954583
128,4407175,2020-10-07,2022-03-11,396000,,,0,AR954612
129,4407175,2020-08-17,2022-03-11,810000,,,0,AR954617
130,4407175,2018-05-05,2022-03-11,830000,,,0,AR954622
131,4407175,2020-08-12,2022-03-11,1110000,,,0,AR954644
132,4407175,2018-05-05,2022-03-11,593000,,,0,AR954649
133,4407175,2018-06-14,2022-03-11,760000,,,0,AR954759
134,4407175,2018-05-05,2022-03-11,865000,,,0,AR955181
135,4407175,2018-05-05,2022-03-11,810000,,,0,AR955184
136,4407175,2018-05-05,2022-03-11,795000,,,0,AR955196
137,4407175,2018-05-14,2022-03-11,820000,,,0,AR955202
138,4407175,2022-01-14,2022-03-11,592000,,,0,AR955215
139,4407175,2018-05-21,2022-03-11,820000,,,0,AR955218
140,4407175,2018-05-05,2022-03-11,750000,,,0,AR955225
141,4407175,2018-05-05,2022-03-11,805000,,,0,AR955231
142,4407175,2018-09-10,2022-03-11,790000,,,0,AR955234
143,4407175,2018-05-05,2022-03-11,600000,,,0,AR955239
144,4407175,2021-04-01,2022-03-11,945000,,,0,AR955421
145,4407175,2020-05-20,2022-03-11,800000,,,0,AR955459
146,4407175,2021-02-10,2022-03-11,825000,,,0,AR955479
147,4407175,2022-01-31,2022-03-11,940000,,,0,AR955493
148,4407175,2018-05-05,2022-03-11,755000,,,0,AR955497
149,4407175,2020-09-02,2022-03-11,795000,,,0,AR955525
150,4407175,2018-09-22,2022-03-11,594000,,,0,AR955538
151,4407175,2018-05-05,2022-03-11,805000,,,0,AR955555
152,4407175,2018-05-05,2022-03-11,630000,,,0,AR955558
153,4407175,2018-05-05,2022-03-11,860000,,,0,AR955574
154,4162278,2022-02-07,2022-03-14,591000,,,0,AR960333
155,3865585,2022-02-17,2022-03-11,660000,,,0,AR955819
156,3865585,2022-02-17,2022-03-11,660000,,,0,AR955819
157,810720,2022-01-26,2022-03-16,350000,,,0,AR964505
158,4027723,2022-02-02,2022-03-16,1260000,,,0,AR964546
159,4128861,2022-02-03,2022-03-17,1010000,,,0,AR968065
160,3671248,2022-02-03,2022-03-17,550000,,,0,AR968206
161,3159833,2022-01-28,2022-03-11,425000,,,0,AR953148
162,4110031,2022-02-12,2022-03-11,1100000,,,0,AR953165
163,4407175,2018-05-05,2022-03-11,790000,,,0,AR955795
164,4407175,2018-05-05,2022-03-11,830000,,,0,AR955817
165,4407175,2018-05-05,2022-03-11,755000,,,0,AR955821
166,4407175,2021-05-21,2022-03-11,784000,,,0,AR956052
167,4407175,2021-07-16,2022-03-11,800000,,,0,AR956058
168,4384659,2022-02-09,2022-03-16,555000,,,0,AR964656
169,3595192,2022-02-03,2022-03-17,810000,,,0,AR968299
171,810168,2022-01-31,2022-03-14,760000,,,0,AR956821
172,4225929,2022-02-04,2022-03-16,690000,,,0,AR964992
173,3979575,2022-02-02,2022-03-16,617500,,,0,AR965003
174,2891460,2022-02-03,2022-03-17,730000,,,0,AR968693
175,3876717,2022-01-31,2022-03-14,731000,,,0,AR957165
176,3572444,2022-02-19,2022-03-15,390000,,,0,AR961044
177,806389,2022-02-01,2022-03-15,637000,,,0,AR961063
178,4382040,2022-01-18,2022-03-15,833000,,,0,AR961087
180,3814597,2022-02-01,2022-03-16,600000,,,0,AR965265
181,4342224,2022-02-21,2022-03-16,594000,,,0,AR965269
182,837277,2022-02-17,2022-03-16,1300000,,,0,AR965372
184,2972398,2022-02-12,2022-03-11,720000,,,0,AR954077
185,3116513,2022-01-29,2022-03-14,399000,,,0,AR957234
186,3806296,2022-01-28,2022-03-14,765000,,,0,AR957257
188,3282095,2022-02-01,2022-03-15,430000,,,0,AR961322
189,814353,2022-02-08,2022-03-15,440000,,,0,AR961434
190,3035001,2022-02-01,2022-03-15,605000,,,0,AR961448
191,4224552,2022-02-24,2022-03-16,727000,,,0,AR965434
192,3979575,2022-02-02,2022-03-16,580000,,,0,AR965517
193,4384659,2022-02-21,2022-03-16,485000,,,0,AR965638
194,4361682,2022-02-25,2022-03-17,770000,,,0,AR969030
197,3922474,2022-02-03,2022-03-17,617700,,,0,AR969180
199,3649659,2021-12-17,2022-03-17,815000,,,0,AR969194
201,3968952,2022-01-31,2022-03-14,670000,,,0,AR957524
202,855058,2022-01-25,2022-03-15,540000,,,0,AR961711
203,829388,2022-02-01,2022-03-15,905000,,,0,AR961767
204,3968952,2022-02-02,2022-03-16,485000,,,0,AR965749
205,4324435,2022-02-04,2022-03-16,970000,,,0,AR965818
206,3333046,2022-02-03,2022-03-17,1020000,,,0,AR969296
207,840649,2022-02-17,2022-03-17,525000,,,0,AR969303
208,3170344,2022-01-14,2022-03-17,535000,,,0,AR969351
209,3923301,2022-01-31,2022-03-11,700000,,,0,AR954357
210,817133,2022-02-14,2022-03-11,500000,,,0,AR954482
212,807288,2021-12-18,2022-03-14,331000,,,0,AR957893
213,3002569,2022-01-28,2022-03-16,1150000,,,0,AR965968
214,3136815,2022-02-02,2022-03-16,713000,,,0,AR966065
217,840973,2022-01-21,2022-03-17,880000,,,0,AR969540
220,854777,2022-02-01,2022-03-15,255000,,,0,AR961990
221,829563,2022-02-02,2022-03-16,565000,,,0,AR966265
223,823765,2021-12-03,2022-03-17,3066000,,,0,AR969893
225,4303980,2022-02-14,2022-03-14,985000,,,0,AR958185
226,4036133,2022-01-31,2022-03-14,720000,,,0,AR958233
227,4407175,2018-05-05,2022-03-10,440000,,,0,AR948937
228,4407175,2019-11-14,2022-03-10,940000,,,0,AR949119
231,806389,2022-01-30,2022-03-14,606000,,,0,AR958534
232,850984,2022-02-01,2022-03-16,600000,,,0,AR966902
234,4067507,2022-02-23,2022-03-16,1120000,,,0,AR967136
235,3489076,2022-01-14,2022-03-17,1030000,,,0,AR970379
236,4012404,2022-01-16,2022-03-17,595000,,,0,AR970601
237,4407175,2019-12-20,2022-03-10,892000,,,0,AR949636
238,4407175,2018-05-05,2022-03-10,835000,,,0,AR950092
239,3457796,2022-01-27,2022-03-10,415000,,,0,AR950319
240,4407175,2021-02-10,2022-03-10,592000,,,0,AR950626
241,4407175,2019-07-04,2022-03-10,592000,,,0,AR950635
242,4407175,2018-05-05,2022-03-10,820000,,,0,AR951098
243,4407175,2018-05-05,2022-03-10,760000,,,0,AR951128
244,632527,2022-01-31,2022-03-14,715000,,,0,AR958694
245,4074040,2022-01-31,2022-03-14,788000,,,0,AR958715
246,810183,2022-02-01,2022-03-14,755000,,,0,AR958784
247,3765970,2022-01-31,2022-03-14,630000,,,0,AR958817
250,4407175,2018-05-05,2022-03-10,805000,,,0,AR951377
251,853948,2022-01-27,2022-03-11,497500,,,0,AR955702
252,4323971,2022-02-12,2022-03-11,1000000,,,0,AR955749
257,4027428,2022-02-14,2022-03-14,520000,,,0,AR959045
258,3874833,2022-02-01,2022-03-15,430000,,,0,AR963180
259,4108432,2022-01-28,2022-03-16,675000,,,0,AR967647
260,3111723,2022-02-03,2022-03-17,623500,,,0,AR971075
265,4101922,2022-02-17,2022-03-17,583000,,,0,AR971295
1,4413027,2017-06-20,2022-03-21,1489000,,,0,AR977906
2,4413027,2018-01-25,2022-03-21,915000,,,0,AR977912
3,4413027,2018-09-19,2022-03-21,1328000,,,0,AR977950
4,4413027,2018-05-11,2022-03-21,1148000,,,0,AR977982
5,4413027,2017-06-29,2022-03-21,1389000,,,0,AR978033
6,4413027,2017-06-24,2022-03-21,1419000,,,0,AR978039
7,4413027,2017-06-29,2022-03-21,1459000,,,0,AR978068
8,4107595,2022-03-03,2022-03-18,990000,,,0,AR974552
9,4413027,2017-06-29,2022-03-18,1170000,,,0,AR974949
10,4413027,2017-11-24,2022-03-18,1317000,,,0,AR974972
11,3967191,2022-02-04,2022-03-18,748000,,,0,AR971885
